"","Time","cumsum.died","percent.alive","var.level","sim.num","percent.died"
"2067",8,24,76,"Higher Exposure Tolerance","50 A",24
"2068",9,27,73,"Higher Exposure Tolerance","50 A",27
"2069",10,28,72,"Higher Exposure Tolerance","50 A",28
"2070",11,29,71,"Higher Exposure Tolerance","50 A",29
"2071",12,33,67,"Higher Exposure Tolerance","50 A",33
"2072",13,35,65,"Higher Exposure Tolerance","50 A",35
"2073",14,39,61,"Higher Exposure Tolerance","50 A",39
"2074",15,40,60,"Higher Exposure Tolerance","50 A",40
"2075",16,41,59,"Higher Exposure Tolerance","50 A",41
"2076",17,42,58,"Higher Exposure Tolerance","50 A",42
"2077",18,43,57,"Higher Exposure Tolerance","50 A",43
"2078",19,45,55,"Higher Exposure Tolerance","50 A",45
"2079",20,45,55,"Higher Exposure Tolerance","50 A",45
"2080",0,0,100,"Higher Infection Tolerance","50 B",0
"2081",1,12,88,"Higher Infection Tolerance","50 B",12
"2082",2,12,88,"Higher Infection Tolerance","50 B",12
"2083",3,12,88,"Higher Infection Tolerance","50 B",12
"2084",4,14,86,"Higher Infection Tolerance","50 B",14
"2085",5,16,84,"Higher Infection Tolerance","50 B",16
"2086",6,17,83,"Higher Infection Tolerance","50 B",17
"2087",7,18,82,"Higher Infection Tolerance","50 B",18
"2088",8,19,81,"Higher Infection Tolerance","50 B",19
"2089",9,20,80,"Higher Infection Tolerance","50 B",20
"2090",10,22,78,"Higher Infection Tolerance","50 B",22
"2091",11,22,78,"Higher Infection Tolerance","50 B",22
"2092",12,22,78,"Higher Infection Tolerance","50 B",22
"2093",13,23,77,"Higher Infection Tolerance","50 B",23
"2094",14,24,76,"Higher Infection Tolerance","50 B",24
"2095",15,24,76,"Higher Infection Tolerance","50 B",24
"2096",16,25,75,"Higher Infection Tolerance","50 B",25
"2097",17,25,75,"Higher Infection Tolerance","50 B",25
"2098",18,25,75,"Higher Infection Tolerance","50 B",25
"2099",19,25,75,"Higher Infection Tolerance","50 B",25
"2100",20,25,75,"Higher Infection Tolerance","50 B",25
"2101",0,0,100,"Higher Exposure Tolerance","51 A",0
"2102",1,4,96,"Higher Exposure Tolerance","51 A",4
"2103",2,6,94,"Higher Exposure Tolerance","51 A",6
"2104",3,7,93,"Higher Exposure Tolerance","51 A",7
"2105",4,10,90,"Higher Exposure Tolerance","51 A",10
"2106",5,14,86,"Higher Exposure Tolerance","51 A",14
"2107",6,15,85,"Higher Exposure Tolerance","51 A",15
"2108",7,16,84,"Higher Exposure Tolerance","51 A",16
"2109",8,19,81,"Higher Exposure Tolerance","51 A",19
"2110",9,22,78,"Higher Exposure Tolerance","51 A",22
"2111",10,22,78,"Higher Exposure Tolerance","51 A",22
"2112",11,25,75,"Higher Exposure Tolerance","51 A",25
"2113",12,27,73,"Higher Exposure Tolerance","51 A",27
"2114",13,30,70,"Higher Exposure Tolerance","51 A",30
"2115",14,34,66,"Higher Exposure Tolerance","51 A",34
"2116",15,37,63,"Higher Exposure Tolerance","51 A",37
"2117",16,37,63,"Higher Exposure Tolerance","51 A",37
"2118",17,39,61,"Higher Exposure Tolerance","51 A",39
"2119",18,39,61,"Higher Exposure Tolerance","51 A",39
"2120",19,40,60,"Higher Exposure Tolerance","51 A",40
"2121",20,41,59,"Higher Exposure Tolerance","51 A",41
"2122",0,0,100,"Higher Infection Tolerance","51 B",0
"2123",1,15,85,"Higher Infection Tolerance","51 B",15
"2124",2,15,85,"Higher Infection Tolerance","51 B",15
"2125",3,17,83,"Higher Infection Tolerance","51 B",17
"2126",4,17,83,"Higher Infection Tolerance","51 B",17
"2127",5,18,82,"Higher Infection Tolerance","51 B",18
"2128",6,19,81,"Higher Infection Tolerance","51 B",19
"2129",7,19,81,"Higher Infection Tolerance","51 B",19
"2130",8,20,80,"Higher Infection Tolerance","51 B",20
"2131",9,20,80,"Higher Infection Tolerance","51 B",20
"2132",10,21,79,"Higher Infection Tolerance","51 B",21
"2133",11,21,79,"Higher Infection Tolerance","51 B",21
"2134",12,21,79,"Higher Infection Tolerance","51 B",21
"2135",13,21,79,"Higher Infection Tolerance","51 B",21
"2136",14,21,79,"Higher Infection Tolerance","51 B",21
"2137",15,21,79,"Higher Infection Tolerance","51 B",21
"2138",16,22,78,"Higher Infection Tolerance","51 B",22
"2139",17,22,78,"Higher Infection Tolerance","51 B",22
"2140",18,22,78,"Higher Infection Tolerance","51 B",22
"2141",19,22,78,"Higher Infection Tolerance","51 B",22
"2142",20,22,78,"Higher Infection Tolerance","51 B",22
"2143",0,0,100,"Higher Exposure Tolerance","52 A",0
"2144",1,3,97,"Higher Exposure Tolerance","52 A",3
"2145",2,6,94,"Higher Exposure Tolerance","52 A",6
"2146",3,8,92,"Higher Exposure Tolerance","52 A",8
"2147",4,11,89,"Higher Exposure Tolerance","52 A",11
"2148",5,13,87,"Higher Exposure Tolerance","52 A",13
"2149",6,17,83,"Higher Exposure Tolerance","52 A",17
"2150",7,19,81,"Higher Exposure Tolerance","52 A",19
"2151",8,20,80,"Higher Exposure Tolerance","52 A",20
"2152",9,23,77,"Higher Exposure Tolerance","52 A",23
"2153",10,28,72,"Higher Exposure Tolerance","52 A",28
"2154",11,31,69,"Higher Exposure Tolerance","52 A",31
"2155",12,34,66,"Higher Exposure Tolerance","52 A",34
"2156",13,36,64,"Higher Exposure Tolerance","52 A",36
"2157",14,36,64,"Higher Exposure Tolerance","52 A",36
"2158",15,38,62,"Higher Exposure Tolerance","52 A",38
"2159",16,39,61,"Higher Exposure Tolerance","52 A",39
"2160",17,40,60,"Higher Exposure Tolerance","52 A",40
"2161",18,40,60,"Higher Exposure Tolerance","52 A",40
"2162",19,40,60,"Higher Exposure Tolerance","52 A",40
"2163",20,41,59,"Higher Exposure Tolerance","52 A",41
"2164",0,0,100,"Higher Infection Tolerance","52 B",0
"2165",1,12,88,"Higher Infection Tolerance","52 B",12
"2166",2,13,87,"Higher Infection Tolerance","52 B",13
"2167",3,13,87,"Higher Infection Tolerance","52 B",13
"2168",4,13,87,"Higher Infection Tolerance","52 B",13
"2169",5,13,87,"Higher Infection Tolerance","52 B",13
"2170",6,14,86,"Higher Infection Tolerance","52 B",14
"2171",7,15,85,"Higher Infection Tolerance","52 B",15
"2172",8,15,85,"Higher Infection Tolerance","52 B",15
"2173",9,16,84,"Higher Infection Tolerance","52 B",16
"2174",10,16,84,"Higher Infection Tolerance","52 B",16
"2175",11,16,84,"Higher Infection Tolerance","52 B",16
"2176",12,16,84,"Higher Infection Tolerance","52 B",16
"2177",13,17,83,"Higher Infection Tolerance","52 B",17
"2178",14,18,82,"Higher Infection Tolerance","52 B",18
"2179",15,18,82,"Higher Infection Tolerance","52 B",18
"2180",16,19,81,"Higher Infection Tolerance","52 B",19
"2181",17,19,81,"Higher Infection Tolerance","52 B",19
"2182",18,19,81,"Higher Infection Tolerance","52 B",19
"2183",19,20,80,"Higher Infection Tolerance","52 B",20
"2184",20,20,80,"Higher Infection Tolerance","52 B",20
"2185",0,0,100,"Higher Exposure Tolerance","53 A",0
"2186",1,5,95,"Higher Exposure Tolerance","53 A",5
"2187",2,8,92,"Higher Exposure Tolerance","53 A",8
"2188",3,9,91,"Higher Exposure Tolerance","53 A",9
"2189",4,11,89,"Higher Exposure Tolerance","53 A",11
"2190",5,12,88,"Higher Exposure Tolerance","53 A",12
"2191",6,13,87,"Higher Exposure Tolerance","53 A",13
"2192",7,17,83,"Higher Exposure Tolerance","53 A",17
"2193",8,18,82,"Higher Exposure Tolerance","53 A",18
"2194",9,18,82,"Higher Exposure Tolerance","53 A",18
"2195",10,20,80,"Higher Exposure Tolerance","53 A",20
"2196",11,24,76,"Higher Exposure Tolerance","53 A",24
"2197",12,26,74,"Higher Exposure Tolerance","53 A",26
"2198",13,26,74,"Higher Exposure Tolerance","53 A",26
"2199",14,29,71,"Higher Exposure Tolerance","53 A",29
"2200",15,31,69,"Higher Exposure Tolerance","53 A",31
"2201",16,33,67,"Higher Exposure Tolerance","53 A",33
"2202",17,35,65,"Higher Exposure Tolerance","53 A",35
"2203",18,35,65,"Higher Exposure Tolerance","53 A",35
"2204",19,35,65,"Higher Exposure Tolerance","53 A",35
"2205",20,39,61,"Higher Exposure Tolerance","53 A",39
"2206",0,0,100,"Higher Infection Tolerance","53 B",0
"2207",1,21,79,"Higher Infection Tolerance","53 B",21
"2208",2,22,78,"Higher Infection Tolerance","53 B",22
"2209",3,24,76,"Higher Infection Tolerance","53 B",24
"2210",4,24,76,"Higher Infection Tolerance","53 B",24
"2211",5,25,75,"Higher Infection Tolerance","53 B",25
"2212",6,25,75,"Higher Infection Tolerance","53 B",25
"2213",7,25,75,"Higher Infection Tolerance","53 B",25
"2214",8,25,75,"Higher Infection Tolerance","53 B",25
"2215",9,25,75,"Higher Infection Tolerance","53 B",25
"2216",10,25,75,"Higher Infection Tolerance","53 B",25
"2217",11,26,74,"Higher Infection Tolerance","53 B",26
"2218",12,26,74,"Higher Infection Tolerance","53 B",26
"2219",13,26,74,"Higher Infection Tolerance","53 B",26
"2220",14,27,73,"Higher Infection Tolerance","53 B",27
"2221",15,28,72,"Higher Infection Tolerance","53 B",28
"2222",16,28,72,"Higher Infection Tolerance","53 B",28
"2223",17,30,70,"Higher Infection Tolerance","53 B",30
"2224",18,30,70,"Higher Infection Tolerance","53 B",30
"2225",19,30,70,"Higher Infection Tolerance","53 B",30
"2226",20,30,70,"Higher Infection Tolerance","53 B",30
"2227",0,0,100,"Higher Exposure Tolerance","54 A",0
"2228",1,3,97,"Higher Exposure Tolerance","54 A",3
"2229",2,9,91,"Higher Exposure Tolerance","54 A",9
"2230",3,12,88,"Higher Exposure Tolerance","54 A",12
"2231",4,16,84,"Higher Exposure Tolerance","54 A",16
"2232",5,18,82,"Higher Exposure Tolerance","54 A",18
"2233",6,20,80,"Higher Exposure Tolerance","54 A",20
"2234",7,22,78,"Higher Exposure Tolerance","54 A",22
"2235",8,25,75,"Higher Exposure Tolerance","54 A",25
"2236",9,27,73,"Higher Exposure Tolerance","54 A",27
"2237",10,28,72,"Higher Exposure Tolerance","54 A",28
"2238",11,29,71,"Higher Exposure Tolerance","54 A",29
"2239",12,30,70,"Higher Exposure Tolerance","54 A",30
"2240",13,32,68,"Higher Exposure Tolerance","54 A",32
"2241",14,33,67,"Higher Exposure Tolerance","54 A",33
"2242",15,34,66,"Higher Exposure Tolerance","54 A",34
"2243",16,35,65,"Higher Exposure Tolerance","54 A",35
"2244",17,39,61,"Higher Exposure Tolerance","54 A",39
"2245",18,39,61,"Higher Exposure Tolerance","54 A",39
"2246",19,40,60,"Higher Exposure Tolerance","54 A",40
"2247",20,42,58,"Higher Exposure Tolerance","54 A",42
"2248",0,0,100,"Higher Infection Tolerance","54 B",0
"2249",1,18,82,"Higher Infection Tolerance","54 B",18
"2250",2,19,81,"Higher Infection Tolerance","54 B",19
"2251",3,20,80,"Higher Infection Tolerance","54 B",20
"2252",4,20,80,"Higher Infection Tolerance","54 B",20
"2253",5,21,79,"Higher Infection Tolerance","54 B",21
"2254",6,21,79,"Higher Infection Tolerance","54 B",21
"2255",7,22,78,"Higher Infection Tolerance","54 B",22
"2256",8,24,76,"Higher Infection Tolerance","54 B",24
"2257",9,24,76,"Higher Infection Tolerance","54 B",24
"2258",10,24,76,"Higher Infection Tolerance","54 B",24
"2259",11,24,76,"Higher Infection Tolerance","54 B",24
"2260",12,24,76,"Higher Infection Tolerance","54 B",24
"2261",13,25,75,"Higher Infection Tolerance","54 B",25
"2262",14,27,73,"Higher Infection Tolerance","54 B",27
"2263",15,28,72,"Higher Infection Tolerance","54 B",28
"2264",16,28,72,"Higher Infection Tolerance","54 B",28
"2265",17,28,72,"Higher Infection Tolerance","54 B",28
"2266",18,28,72,"Higher Infection Tolerance","54 B",28
"2267",19,28,72,"Higher Infection Tolerance","54 B",28
"2268",20,29,71,"Higher Infection Tolerance","54 B",29
"2269",0,0,100,"Higher Exposure Tolerance","55 A",0
"2270",1,2,98,"Higher Exposure Tolerance","55 A",2
"2271",2,9,91,"Higher Exposure Tolerance","55 A",9
"2272",3,12,88,"Higher Exposure Tolerance","55 A",12
"2273",4,17,83,"Higher Exposure Tolerance","55 A",17
"2274",5,20,80,"Higher Exposure Tolerance","55 A",20
"2275",6,23,77,"Higher Exposure Tolerance","55 A",23
"2276",7,29,71,"Higher Exposure Tolerance","55 A",29
"2277",8,30,70,"Higher Exposure Tolerance","55 A",30
"2278",9,31,69,"Higher Exposure Tolerance","55 A",31
"2279",10,32,68,"Higher Exposure Tolerance","55 A",32
"2280",11,35,65,"Higher Exposure Tolerance","55 A",35
"2281",12,37,63,"Higher Exposure Tolerance","55 A",37
"2282",13,37,63,"Higher Exposure Tolerance","55 A",37
"2283",14,40,60,"Higher Exposure Tolerance","55 A",40
"2284",15,42,58,"Higher Exposure Tolerance","55 A",42
"2285",16,42,58,"Higher Exposure Tolerance","55 A",42
"2286",17,42,58,"Higher Exposure Tolerance","55 A",42
"2287",18,42,58,"Higher Exposure Tolerance","55 A",42
"2288",19,42,58,"Higher Exposure Tolerance","55 A",42
"2289",20,43,57,"Higher Exposure Tolerance","55 A",43
"2290",0,0,100,"Higher Infection Tolerance","55 B",0
"2291",1,16,84,"Higher Infection Tolerance","55 B",16
"2292",2,16,84,"Higher Infection Tolerance","55 B",16
"2293",3,16,84,"Higher Infection Tolerance","55 B",16
"2294",4,17,83,"Higher Infection Tolerance","55 B",17
"2295",5,19,81,"Higher Infection Tolerance","55 B",19
"2296",6,19,81,"Higher Infection Tolerance","55 B",19
"2297",7,19,81,"Higher Infection Tolerance","55 B",19
"2298",8,19,81,"Higher Infection Tolerance","55 B",19
"2299",9,19,81,"Higher Infection Tolerance","55 B",19
"2300",10,19,81,"Higher Infection Tolerance","55 B",19
"2301",11,19,81,"Higher Infection Tolerance","55 B",19
"2302",12,19,81,"Higher Infection Tolerance","55 B",19
"2303",13,20,80,"Higher Infection Tolerance","55 B",20
"2304",14,20,80,"Higher Infection Tolerance","55 B",20
"2305",15,20,80,"Higher Infection Tolerance","55 B",20
"2306",16,20,80,"Higher Infection Tolerance","55 B",20
"2307",17,21,79,"Higher Infection Tolerance","55 B",21
"2308",18,21,79,"Higher Infection Tolerance","55 B",21
"2309",19,21,79,"Higher Infection Tolerance","55 B",21
"2310",20,21,79,"Higher Infection Tolerance","55 B",21
"2311",0,0,100,"Higher Exposure Tolerance","56 A",0
"2312",1,2,98,"Higher Exposure Tolerance","56 A",2
"2313",2,4,96,"Higher Exposure Tolerance","56 A",4
"2314",3,10,90,"Higher Exposure Tolerance","56 A",10
"2315",4,16,84,"Higher Exposure Tolerance","56 A",16
"2316",5,20,80,"Higher Exposure Tolerance","56 A",20
"2317",6,24,76,"Higher Exposure Tolerance","56 A",24
"2318",7,26,74,"Higher Exposure Tolerance","56 A",26
"2319",8,29,71,"Higher Exposure Tolerance","56 A",29
"2320",9,31,69,"Higher Exposure Tolerance","56 A",31
"2321",10,35,65,"Higher Exposure Tolerance","56 A",35
"2322",11,36,64,"Higher Exposure Tolerance","56 A",36
"2323",12,37,63,"Higher Exposure Tolerance","56 A",37
"2324",13,37,63,"Higher Exposure Tolerance","56 A",37
"2325",14,39,61,"Higher Exposure Tolerance","56 A",39
"2326",15,40,60,"Higher Exposure Tolerance","56 A",40
"2327",16,40,60,"Higher Exposure Tolerance","56 A",40
"2328",17,41,59,"Higher Exposure Tolerance","56 A",41
"2329",18,41,59,"Higher Exposure Tolerance","56 A",41
"2330",19,42,58,"Higher Exposure Tolerance","56 A",42
"2331",20,42,58,"Higher Exposure Tolerance","56 A",42
"2332",0,0,100,"Higher Infection Tolerance","56 B",0
"2333",1,11,89,"Higher Infection Tolerance","56 B",11
"2334",2,12,88,"Higher Infection Tolerance","56 B",12
"2335",3,12,88,"Higher Infection Tolerance","56 B",12
"2336",4,12,88,"Higher Infection Tolerance","56 B",12
"2337",5,13,87,"Higher Infection Tolerance","56 B",13
"2338",6,15,85,"Higher Infection Tolerance","56 B",15
"2339",7,17,83,"Higher Infection Tolerance","56 B",17
"2340",8,18,82,"Higher Infection Tolerance","56 B",18
"2341",9,18,82,"Higher Infection Tolerance","56 B",18
"2342",10,19,81,"Higher Infection Tolerance","56 B",19
"2343",11,19,81,"Higher Infection Tolerance","56 B",19
"2344",12,19,81,"Higher Infection Tolerance","56 B",19
"2345",13,19,81,"Higher Infection Tolerance","56 B",19
"2346",14,19,81,"Higher Infection Tolerance","56 B",19
"2347",15,20,80,"Higher Infection Tolerance","56 B",20
"2348",16,21,79,"Higher Infection Tolerance","56 B",21
"2349",17,21,79,"Higher Infection Tolerance","56 B",21
"2350",18,21,79,"Higher Infection Tolerance","56 B",21
"2351",19,21,79,"Higher Infection Tolerance","56 B",21
"2352",20,21,79,"Higher Infection Tolerance","56 B",21
"2353",0,0,100,"Higher Exposure Tolerance","57 A",0
"2354",1,4,96,"Higher Exposure Tolerance","57 A",4
"2355",2,11,89,"Higher Exposure Tolerance","57 A",11
"2356",3,13,87,"Higher Exposure Tolerance","57 A",13
"2357",4,16,84,"Higher Exposure Tolerance","57 A",16
"2358",5,18,82,"Higher Exposure Tolerance","57 A",18
"2359",6,18,82,"Higher Exposure Tolerance","57 A",18
"2360",7,18,82,"Higher Exposure Tolerance","57 A",18
"2361",8,20,80,"Higher Exposure Tolerance","57 A",20
"2362",9,21,79,"Higher Exposure Tolerance","57 A",21
"2363",10,26,74,"Higher Exposure Tolerance","57 A",26
"2364",11,28,72,"Higher Exposure Tolerance","57 A",28
"2365",12,30,70,"Higher Exposure Tolerance","57 A",30
"2366",13,33,67,"Higher Exposure Tolerance","57 A",33
"2367",14,35,65,"Higher Exposure Tolerance","57 A",35
"2368",15,38,62,"Higher Exposure Tolerance","57 A",38
"2369",16,39,61,"Higher Exposure Tolerance","57 A",39
"2370",17,40,60,"Higher Exposure Tolerance","57 A",40
"2371",18,41,59,"Higher Exposure Tolerance","57 A",41
"2372",19,41,59,"Higher Exposure Tolerance","57 A",41
"2373",20,42,58,"Higher Exposure Tolerance","57 A",42
"2374",0,0,100,"Higher Infection Tolerance","57 B",0
"2375",1,17,83,"Higher Infection Tolerance","57 B",17
"2376",2,18,82,"Higher Infection Tolerance","57 B",18
"2377",3,19,81,"Higher Infection Tolerance","57 B",19
"2378",4,20,80,"Higher Infection Tolerance","57 B",20
"2379",5,20,80,"Higher Infection Tolerance","57 B",20
"2380",6,20,80,"Higher Infection Tolerance","57 B",20
"2381",7,20,80,"Higher Infection Tolerance","57 B",20
"2382",8,20,80,"Higher Infection Tolerance","57 B",20
"2383",9,21,79,"Higher Infection Tolerance","57 B",21
"2384",10,21,79,"Higher Infection Tolerance","57 B",21
"2385",11,21,79,"Higher Infection Tolerance","57 B",21
"2386",12,21,79,"Higher Infection Tolerance","57 B",21
"2387",13,22,78,"Higher Infection Tolerance","57 B",22
"2388",14,24,76,"Higher Infection Tolerance","57 B",24
"2389",15,24,76,"Higher Infection Tolerance","57 B",24
"2390",16,27,73,"Higher Infection Tolerance","57 B",27
"2391",17,28,72,"Higher Infection Tolerance","57 B",28
"2392",18,29,71,"Higher Infection Tolerance","57 B",29
"2393",19,29,71,"Higher Infection Tolerance","57 B",29
"2394",20,29,71,"Higher Infection Tolerance","57 B",29
"2395",0,0,100,"Higher Exposure Tolerance","58 A",0
"2396",1,2,98,"Higher Exposure Tolerance","58 A",2
"2397",2,5,95,"Higher Exposure Tolerance","58 A",5
"2398",3,8,92,"Higher Exposure Tolerance","58 A",8
"2399",4,11,89,"Higher Exposure Tolerance","58 A",11
"2400",5,12,88,"Higher Exposure Tolerance","58 A",12
"2401",6,15,85,"Higher Exposure Tolerance","58 A",15
"2402",7,17,83,"Higher Exposure Tolerance","58 A",17
"2403",8,21,79,"Higher Exposure Tolerance","58 A",21
"2404",9,24,76,"Higher Exposure Tolerance","58 A",24
"2405",10,27,73,"Higher Exposure Tolerance","58 A",27
"2406",11,32,68,"Higher Exposure Tolerance","58 A",32
"2407",12,32,68,"Higher Exposure Tolerance","58 A",32
"2408",13,32,68,"Higher Exposure Tolerance","58 A",32
"2409",14,33,67,"Higher Exposure Tolerance","58 A",33
"2410",15,34,66,"Higher Exposure Tolerance","58 A",34
"2411",16,35,65,"Higher Exposure Tolerance","58 A",35
"2412",17,39,61,"Higher Exposure Tolerance","58 A",39
"2413",18,40,60,"Higher Exposure Tolerance","58 A",40
"2414",19,41,59,"Higher Exposure Tolerance","58 A",41
"2415",20,41,59,"Higher Exposure Tolerance","58 A",41
"2416",0,0,100,"Higher Infection Tolerance","58 B",0
"2417",1,21,79,"Higher Infection Tolerance","58 B",21
"2418",2,23,77,"Higher Infection Tolerance","58 B",23
"2419",3,23,77,"Higher Infection Tolerance","58 B",23
"2420",4,23,77,"Higher Infection Tolerance","58 B",23
"2421",5,24,76,"Higher Infection Tolerance","58 B",24
"2422",6,24,76,"Higher Infection Tolerance","58 B",24
"2423",7,24,76,"Higher Infection Tolerance","58 B",24
"2424",8,24,76,"Higher Infection Tolerance","58 B",24
"2425",9,24,76,"Higher Infection Tolerance","58 B",24
"2426",10,24,76,"Higher Infection Tolerance","58 B",24
"2427",11,24,76,"Higher Infection Tolerance","58 B",24
"2428",12,24,76,"Higher Infection Tolerance","58 B",24
"2429",13,25,75,"Higher Infection Tolerance","58 B",25
"2430",14,25,75,"Higher Infection Tolerance","58 B",25
"2431",15,26,74,"Higher Infection Tolerance","58 B",26
"2432",16,26,74,"Higher Infection Tolerance","58 B",26
"2433",17,27,73,"Higher Infection Tolerance","58 B",27
"2434",18,27,73,"Higher Infection Tolerance","58 B",27
"2435",19,27,73,"Higher Infection Tolerance","58 B",27
"2436",20,27,73,"Higher Infection Tolerance","58 B",27
"2437",0,0,100,"Higher Exposure Tolerance","59 A",0
"2438",1,8,92,"Higher Exposure Tolerance","59 A",8
"2439",2,10,90,"Higher Exposure Tolerance","59 A",10
"2440",3,13,87,"Higher Exposure Tolerance","59 A",13
"2441",4,19,81,"Higher Exposure Tolerance","59 A",19
"2442",5,22,78,"Higher Exposure Tolerance","59 A",22
"2443",6,23,77,"Higher Exposure Tolerance","59 A",23
"2444",7,29,71,"Higher Exposure Tolerance","59 A",29
"2445",8,31,69,"Higher Exposure Tolerance","59 A",31
"2446",9,36,64,"Higher Exposure Tolerance","59 A",36
"2447",10,40,60,"Higher Exposure Tolerance","59 A",40
"2448",11,41,59,"Higher Exposure Tolerance","59 A",41
"2449",12,46,54,"Higher Exposure Tolerance","59 A",46
"2450",13,46,54,"Higher Exposure Tolerance","59 A",46
"2451",14,48,52,"Higher Exposure Tolerance","59 A",48
"2452",15,48,52,"Higher Exposure Tolerance","59 A",48
"2453",16,48,52,"Higher Exposure Tolerance","59 A",48
"2454",17,49,51,"Higher Exposure Tolerance","59 A",49
"2455",18,50,50,"Higher Exposure Tolerance","59 A",50
"2456",19,51,49,"Higher Exposure Tolerance","59 A",51
"2457",20,51,49,"Higher Exposure Tolerance","59 A",51
"2458",0,0,100,"Higher Infection Tolerance","59 B",0
"2459",1,11,89,"Higher Infection Tolerance","59 B",11
"2460",2,11,89,"Higher Infection Tolerance","59 B",11
"2461",3,11,89,"Higher Infection Tolerance","59 B",11
"2462",4,12,88,"Higher Infection Tolerance","59 B",12
"2463",5,12,88,"Higher Infection Tolerance","59 B",12
"2464",6,13,87,"Higher Infection Tolerance","59 B",13
"2465",7,14,86,"Higher Infection Tolerance","59 B",14
"2466",8,14,86,"Higher Infection Tolerance","59 B",14
"2467",9,14,86,"Higher Infection Tolerance","59 B",14
"2468",10,14,86,"Higher Infection Tolerance","59 B",14
"2469",11,14,86,"Higher Infection Tolerance","59 B",14
"2470",12,14,86,"Higher Infection Tolerance","59 B",14
"2471",13,16,84,"Higher Infection Tolerance","59 B",16
"2472",14,17,83,"Higher Infection Tolerance","59 B",17
"2473",15,17,83,"Higher Infection Tolerance","59 B",17
"2474",16,17,83,"Higher Infection Tolerance","59 B",17
"2475",17,17,83,"Higher Infection Tolerance","59 B",17
"2476",18,17,83,"Higher Infection Tolerance","59 B",17
"2477",19,19,81,"Higher Infection Tolerance","59 B",19
"2478",20,19,81,"Higher Infection Tolerance","59 B",19
"2479",0,0,100,"Higher Exposure Tolerance","60 A",0
"2480",1,3,97,"Higher Exposure Tolerance","60 A",3
"2481",2,10,90,"Higher Exposure Tolerance","60 A",10
"2482",3,13,87,"Higher Exposure Tolerance","60 A",13
"2483",4,14,86,"Higher Exposure Tolerance","60 A",14
"2484",5,16,84,"Higher Exposure Tolerance","60 A",16
"2485",6,19,81,"Higher Exposure Tolerance","60 A",19
"2486",7,24,76,"Higher Exposure Tolerance","60 A",24
"2487",8,27,73,"Higher Exposure Tolerance","60 A",27
"2488",9,31,69,"Higher Exposure Tolerance","60 A",31
"2489",10,32,68,"Higher Exposure Tolerance","60 A",32
"2490",11,34,66,"Higher Exposure Tolerance","60 A",34
"2491",12,37,63,"Higher Exposure Tolerance","60 A",37
"2492",13,38,62,"Higher Exposure Tolerance","60 A",38
"2493",14,40,60,"Higher Exposure Tolerance","60 A",40
"2494",15,41,59,"Higher Exposure Tolerance","60 A",41
"2495",16,42,58,"Higher Exposure Tolerance","60 A",42
"2496",17,46,54,"Higher Exposure Tolerance","60 A",46
"2497",18,47,53,"Higher Exposure Tolerance","60 A",47
"2498",19,49,51,"Higher Exposure Tolerance","60 A",49
"2499",20,52,48,"Higher Exposure Tolerance","60 A",52
"2500",0,0,100,"Higher Infection Tolerance","60 B",0
"2501",1,13,87,"Higher Infection Tolerance","60 B",13
"2502",2,13,87,"Higher Infection Tolerance","60 B",13
"2503",3,13,87,"Higher Infection Tolerance","60 B",13
"2504",4,14,86,"Higher Infection Tolerance","60 B",14
"2505",5,14,86,"Higher Infection Tolerance","60 B",14
"2506",6,14,86,"Higher Infection Tolerance","60 B",14
"2507",7,14,86,"Higher Infection Tolerance","60 B",14
"2508",8,15,85,"Higher Infection Tolerance","60 B",15
"2509",9,16,84,"Higher Infection Tolerance","60 B",16
"2510",10,16,84,"Higher Infection Tolerance","60 B",16
"2511",11,16,84,"Higher Infection Tolerance","60 B",16
"2512",12,17,83,"Higher Infection Tolerance","60 B",17
"2513",13,17,83,"Higher Infection Tolerance","60 B",17
"2514",14,17,83,"Higher Infection Tolerance","60 B",17
"2515",15,17,83,"Higher Infection Tolerance","60 B",17
"2516",16,17,83,"Higher Infection Tolerance","60 B",17
"2517",17,17,83,"Higher Infection Tolerance","60 B",17
"2518",18,17,83,"Higher Infection Tolerance","60 B",17
"2519",19,17,83,"Higher Infection Tolerance","60 B",17
"2520",20,17,83,"Higher Infection Tolerance","60 B",17
"2521",0,0,100,"Higher Exposure Tolerance","61 A",0
"2522",1,5,95,"Higher Exposure Tolerance","61 A",5
"2523",2,12,88,"Higher Exposure Tolerance","61 A",12
"2524",3,14,86,"Higher Exposure Tolerance","61 A",14
"2525",4,18,82,"Higher Exposure Tolerance","61 A",18
"2526",5,20,80,"Higher Exposure Tolerance","61 A",20
"2527",6,23,77,"Higher Exposure Tolerance","61 A",23
"2528",7,25,75,"Higher Exposure Tolerance","61 A",25
"2529",8,27,73,"Higher Exposure Tolerance","61 A",27
"2530",9,28,72,"Higher Exposure Tolerance","61 A",28
"2531",10,30,70,"Higher Exposure Tolerance","61 A",30
"2532",11,31,69,"Higher Exposure Tolerance","61 A",31
"2533",12,31,69,"Higher Exposure Tolerance","61 A",31
"2534",13,34,66,"Higher Exposure Tolerance","61 A",34
"2535",14,34,66,"Higher Exposure Tolerance","61 A",34
"2536",15,37,63,"Higher Exposure Tolerance","61 A",37
"2537",16,38,62,"Higher Exposure Tolerance","61 A",38
"2538",17,41,59,"Higher Exposure Tolerance","61 A",41
"2539",18,42,58,"Higher Exposure Tolerance","61 A",42
