"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","tolerance.diff"
"ind610310",30,180,30,18,0,0,0,0,9,3,20,3,3,"high","4","4","yes"
"ind710310",30,180,30,13,0,0,0,0,15,4,20,4,3,"high","4","4","yes"
"ind810310",30,180,29,19,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind910310",30,180,29,19,0,0,0,0,4,14,20,14,12,"high","4","4","yes"
"ind101310",30,180,30,12,0,0,0,0,0,0,20,0,0,"high","4","4","yes"
"ind111310",30,180,30,14,4,0,0,0,0,0,20,4,3,"high","4","4","yes"
"ind121310",30,180,30,13,0,0,0,0,6,9,20,9,7,"high","4","4","yes"
"ind131310",30,180,30,18,0,0,0,0,3,15,20,15,14,"high","4","4","yes"
"ind141310",30,180,30,12,2,0,0,1,0,0,20,2,2,"high","4","4","yes"
"ind151310",30,180,30,16,0,0,0,0,3,16,20,16,15,"high","4","4","yes"
"ind161310",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind171310",30,180,30,13,0,0,0,0,9,5,20,5,5,"high","4","4","yes"
"ind181310",30,180,29,18,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind191310",30,180,30,16,0,0,0,0,4,14,20,14,13,"high","4","4","yes"
"ind201310",30,180,28,12,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind211310",30,180,30,10,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind221310",30,180,29,9,0,0,0,0,4,8,20,8,8,"high","4","4","yes"
"ind231310",30,180,30,14,2,0,0,1,0,0,20,2,2,"high","4","4","yes"
"ind241310",30,180,30,17,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind251310",30,180,29,19,2,0,0,0,0,0,20,2,1,"high","4","4","yes"
"ind261310",30,180,29,17,0,0,0,0,7,13,20,13,11,"high","4","4","yes"
"ind271310",30,180,30,20,4,0,0,0,0,0,20,4,3,"high","4","4","yes"
"ind281310",30,180,30,17,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind291310",30,180,29,13,1,0,0,1,0,0,20,1,1,"high","4","4","yes"
"ind301310",30,180,28,12,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind311310",30,180,29,12,4,0,0,0,0,0,20,4,3,"high","4","4","yes"
"ind321310",30,180,28,18,0,0,0,0,15,6,20,6,5,"high","4","4","yes"
"ind331310",30,180,30,18,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind341310",30,180,30,18,0,0,0,0,0,0,20,0,0,"high","4","4","yes"
"ind351310",30,180,30,14,4,0,0,0,0,0,20,4,3,"high","4","4","yes"
"ind361310",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind371310",30,180,30,20,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind381310",30,180,30,12,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind391310",30,180,27,9,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind401310",30,180,30,13,0,0,0,0,11,5,20,5,4,"high","4","4","yes"
"ind411310",30,180,30,13,0,0,0,0,3,10,20,10,10,"high","4","4","yes"
"ind421310",30,180,30,16,0,0,0,0,8,10,20,10,9,"high","4","4","yes"
"ind431310",30,180,30,9,0,0,0,0,0,0,20,0,0,"high","4","4","yes"
"ind441310",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind451310",30,180,30,11,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind461310",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind471310",30,180,30,18,1,0,0,2,0,0,20,1,1,"high","4","4","yes"
"ind481310",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind491310",30,180,29,16,2,0,0,0,0,0,20,2,1,"high","4","4","yes"
"ind501310",30,180,30,15,0,0,0,0,14,7,20,7,7,"high","4","4","yes"
"ind511310",30,180,30,15,0,0,0,1,0,0,20,0,0,"high","4","4","yes"
"ind521310",30,180,29,16,0,0,0,0,11,5,20,5,5,"high","4","4","yes"
"ind531310",30,180,30,12,0,0,0,0,4,9,20,9,8,"high","4","4","yes"
"ind541310",30,180,30,19,2,0,0,0,0,0,20,2,1,"high","4","4","yes"
"ind551310",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind561310",30,180,30,14,3,0,0,1,0,0,20,3,3,"high","4","4","yes"
"ind571310",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","4","4","yes"
"ind581310",30,180,29,14,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind591310",30,180,30,14,3,0,0,1,0,0,20,3,3,"high","4","4","yes"
"ind601310",30,180,29,16,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind611310",30,180,29,12,0,0,0,0,4,11,20,11,10,"high","4","4","yes"
"ind621310",30,180,29,14,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind631310",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind641310",30,180,30,16,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind651310",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind661310",30,180,30,14,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind671310",30,180,30,15,1,0,0,1,0,0,20,1,0,"high","4","4","yes"
"ind681310",30,180,30,11,0,0,0,1,0,0,20,0,0,"high","4","4","yes"
"ind691310",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind701310",30,180,30,14,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind711310",30,180,29,12,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind721310",30,180,30,16,3,0,0,0,0,0,20,3,1,"high","4","4","yes"
"ind731310",30,180,30,14,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind741310",30,180,30,17,1,0,0,1,0,0,20,1,1,"high","4","4","yes"
"ind751310",30,180,30,17,5,0,0,0,0,0,20,5,4,"high","4","4","yes"
"ind761310",30,180,30,20,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind771310",30,180,30,12,2,0,0,1,0,0,20,2,2,"high","4","4","yes"
"ind781310",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","4","4","yes"
"ind791310",30,180,30,10,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind801310",30,180,30,21,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind811310",30,180,30,10,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind821310",30,180,30,15,2,0,0,0,0,0,20,2,1,"high","4","4","yes"
"ind831310",30,180,30,7,2,0,0,1,0,0,20,2,0,"high","4","4","yes"
"ind841310",30,180,30,19,0,0,0,0,7,12,20,12,12,"high","4","4","yes"
"ind851310",30,180,29,11,3,0,0,0,0,0,20,3,3,"high","4","4","yes"
"ind861310",30,180,30,19,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind871310",30,180,30,14,0,0,0,0,8,9,20,9,7,"high","4","4","yes"
"ind881310",30,180,30,14,4,0,0,2,0,0,20,4,3,"high","4","4","yes"
"ind891310",30,180,30,18,0,0,0,0,5,9,20,9,9,"high","4","4","yes"
"ind901310",30,180,30,18,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind911310",30,180,30,22,0,0,0,0,7,15,20,15,15,"high","4","4","yes"
"ind921310",30,180,29,13,0,0,0,0,12,4,20,4,4,"high","4","4","yes"
"ind931310",30,180,29,18,1,0,0,0,0,0,20,1,1,"high","4","4","yes"
"ind941310",30,180,30,14,2,0,0,0,0,0,20,2,1,"high","4","4","yes"
"ind951310",30,180,30,16,0,0,0,0,11,4,20,4,3,"high","4","4","yes"
"ind961310",30,180,30,18,0,0,0,0,6,16,20,16,12,"high","4","4","yes"
"ind971310",30,180,29,15,1,0,0,0,0,0,20,1,0,"high","4","4","yes"
"ind981310",30,180,30,22,5,0,0,0,0,0,20,5,4,"high","4","4","yes"
"ind991310",30,180,30,15,2,0,0,0,0,0,20,2,2,"high","4","4","yes"
"ind1001310",30,180,30,10,0,0,0,0,5,6,20,6,6,"high","4","4","yes"
"ind11810",30,180,30,19,0,0,0,0,6,11,20,11,10,"baseline","5","5","yes"
"ind21810",30,180,30,18,5,0,0,0,0,0,20,5,4,"baseline","5","5","yes"
"ind31810",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind41810",30,180,30,18,3,0,0,1,0,0,20,3,3,"baseline","5","5","yes"
"ind51810",30,180,29,15,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind61810",30,180,30,17,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind71810",30,180,30,18,5,0,0,0,0,0,20,5,4,"baseline","5","5","yes"
"ind81810",30,180,30,10,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind91810",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind10510",30,180,30,11,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind11910",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind12510",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind13510",30,180,30,18,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind14510",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind15510",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind16510",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind17510",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind18510",30,180,30,10,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind19510",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind20510",30,180,29,16,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind21910",30,180,30,14,4,0,0,0,0,0,20,4,2,"baseline","5","5","yes"
"ind22510",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind23510",30,180,30,8,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind24510",30,180,30,18,1,0,0,1,0,0,20,1,1,"baseline","5","5","yes"
"ind25510",30,180,30,18,4,0,0,0,0,0,20,4,4,"baseline","5","5","yes"
"ind26510",30,180,29,16,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind27510",30,180,29,12,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind28510",30,180,30,12,1,0,0,0,0,0,20,1,0,"baseline","5","5","yes"
"ind29510",30,180,30,10,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind30510",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind31910",30,180,30,17,4,0,0,1,0,0,20,4,4,"baseline","5","5","yes"
"ind32510",30,180,29,13,0,0,0,1,0,0,20,0,0,"baseline","5","5","yes"
"ind33510",30,180,30,12,3,0,0,0,0,0,20,3,2,"baseline","5","5","yes"
"ind34510",30,180,30,19,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind35510",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind36510",30,180,30,15,2,0,0,1,0,0,20,2,2,"baseline","5","5","yes"
"ind37510",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind38510",30,180,30,19,3,0,0,1,0,0,20,3,2,"baseline","5","5","yes"
"ind39510",30,180,29,17,3,0,0,0,0,0,20,3,2,"baseline","5","5","yes"
"ind40510",30,180,29,15,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind41910",30,180,27,15,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind42510",30,180,29,17,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind43510",30,180,30,17,4,0,0,0,0,0,20,4,3,"baseline","5","5","yes"
"ind44510",30,180,29,17,4,0,0,0,0,0,20,4,4,"baseline","5","5","yes"
"ind45510",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind46510",30,180,30,17,4,0,0,1,0,0,20,4,3,"baseline","5","5","yes"
"ind47510",30,180,29,13,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind48510",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind49510",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind50510",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind51910",30,180,30,17,1,0,0,1,0,0,20,1,1,"baseline","5","5","yes"
"ind52510",30,180,30,16,2,0,0,1,0,0,20,2,2,"baseline","5","5","yes"
"ind53510",30,180,30,16,5,0,0,0,0,0,20,5,5,"baseline","5","5","yes"
"ind54510",30,180,30,14,4,0,0,1,0,0,20,4,4,"baseline","5","5","yes"
"ind55510",30,180,30,16,3,0,0,0,0,0,20,3,2,"baseline","5","5","yes"
"ind56510",30,180,30,16,0,0,0,0,4,12,20,12,10,"baseline","5","5","yes"
"ind57510",30,180,29,18,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind58510",30,180,30,14,3,0,0,1,0,0,20,3,3,"baseline","5","5","yes"
"ind59510",30,180,29,14,0,0,0,1,0,0,20,0,0,"baseline","5","5","yes"
"ind60510",30,180,30,18,3,0,0,0,0,0,20,3,2,"baseline","5","5","yes"
"ind61910",30,180,30,18,0,0,0,0,3,16,20,16,15,"baseline","5","5","yes"
"ind62510",30,180,29,14,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind63510",30,180,30,12,1,0,0,0,0,0,20,1,0,"baseline","5","5","yes"
"ind64510",30,180,30,17,3,0,0,0,0,0,20,3,2,"baseline","5","5","yes"
"ind65510",30,180,30,10,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind66510",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind67510",30,180,30,12,2,0,0,0,0,0,20,2,1,"baseline","5","5","yes"
"ind68510",30,180,29,14,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind69510",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind70510",30,180,30,9,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind71910",30,180,25,13,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind72510",30,180,30,15,6,0,0,0,0,0,20,6,6,"baseline","5","5","yes"
"ind73510",30,180,29,13,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind74510",30,180,29,12,5,0,0,1,0,0,20,5,5,"baseline","5","5","yes"
"ind75510",30,180,30,15,5,0,0,0,0,0,20,5,5,"baseline","5","5","yes"
"ind76510",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","5","5","yes"
"ind77510",30,180,29,17,1,0,0,0,0,0,20,1,0,"baseline","5","5","yes"
"ind78510",30,180,30,17,2,0,0,0,0,0,20,2,1,"baseline","5","5","yes"
"ind79510",30,180,29,16,2,0,0,1,0,0,20,2,1,"baseline","5","5","yes"
"ind80510",30,180,29,10,0,0,0,0,5,6,20,6,5,"baseline","5","5","yes"
"ind81910",30,180,30,19,5,0,0,0,0,0,20,5,5,"baseline","5","5","yes"
"ind82510",30,180,29,15,4,0,0,0,0,0,20,4,3,"baseline","5","5","yes"
"ind83510",30,180,29,15,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind84510",30,180,30,17,1,0,0,1,0,0,20,1,1,"baseline","5","5","yes"
"ind85510",30,180,30,13,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind86510",30,180,30,13,1,0,0,1,0,0,20,1,1,"baseline","5","5","yes"
"ind87510",30,180,30,17,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind88510",30,180,28,10,0,0,0,1,0,0,20,0,0,"baseline","5","5","yes"
"ind89510",30,180,30,10,2,0,0,0,0,0,20,2,2,"baseline","5","5","yes"
"ind90510",30,180,29,9,0,0,0,0,0,0,20,0,0,"baseline","5","5","yes"
"ind91910",30,180,30,17,4,0,0,0,0,0,20,4,4,"baseline","5","5","yes"
"ind92510",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","5","5","yes"
"ind93510",30,180,30,14,2,0,0,0,0,0,20,2,1,"baseline","5","5","yes"
"ind94510",30,180,30,14,0,0,0,0,17,3,20,3,3,"baseline","5","5","yes"
"ind95510",30,180,30,13,2,0,0,0,0,0,20,2,1,"baseline","5","5","yes"
"ind96510",30,180,30,12,1,0,0,1,0,0,20,1,1,"baseline","5","5","yes"
"ind97510",30,180,29,12,4,0,0,0,0,0,20,4,4,"baseline","5","5","yes"
"ind98510",30,180,30,20,0,0,0,0,19,2,20,2,2,"baseline","5","5","yes"
"ind99510",30,180,30,14,2,0,0,0,0,0,20,2,1,"baseline","5","5","yes"
"ind100510",30,180,30,19,2,0,0,0,0,0,20,2,1,"baseline","5","5","yes"
"ind110410",30,180,30,19,0,0,0,0,4,14,20,14,14,"high","5","5","yes"
"ind210410",30,180,27,14,3,0,0,0,0,0,20,3,3,"high","5","5","yes"
"ind310410",30,180,29,17,0,0,0,0,3,16,20,16,10,"high","5","5","yes"
"ind410410",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind510410",30,180,30,9,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind610410",30,180,30,17,0,0,0,0,9,9,20,9,8,"high","5","5","yes"
"ind710410",30,180,30,17,4,0,0,0,0,0,20,4,4,"high","5","5","yes"
"ind810410",30,180,30,14,0,0,0,0,2,14,20,14,14,"high","5","5","yes"
"ind910410",30,180,30,12,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind101410",30,180,30,18,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind111410",30,180,30,9,0,0,0,0,3,8,20,8,6,"high","5","5","yes"
"ind121410",30,180,29,14,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind131410",30,180,29,17,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind141410",30,180,30,17,0,0,0,0,4,17,20,17,14,"high","5","5","yes"
"ind151410",30,180,28,16,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind161410",30,180,30,19,4,0,0,1,0,0,20,4,4,"high","5","5","yes"
"ind171410",30,180,30,14,0,0,0,0,17,5,20,5,4,"high","5","5","yes"
"ind181410",30,180,30,20,4,0,0,0,0,0,20,4,4,"high","5","5","yes"
"ind191410",30,180,30,17,5,0,0,0,0,0,20,5,4,"high","5","5","yes"
"ind201410",30,180,30,12,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind211410",30,180,29,11,4,0,0,0,0,0,20,4,4,"high","5","5","yes"
"ind221410",30,180,29,15,3,0,0,0,0,0,20,3,3,"high","5","5","yes"
"ind231410",30,180,30,19,3,0,0,0,0,0,20,3,2,"high","5","5","yes"
"ind241410",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","5","5","yes"
"ind251410",30,180,30,13,0,0,0,0,17,5,20,5,5,"high","5","5","yes"
"ind261410",30,180,30,14,0,0,0,1,0,0,20,0,0,"high","5","5","yes"
"ind271410",30,180,30,14,0,0,0,1,0,0,20,0,0,"high","5","5","yes"
"ind281410",30,180,29,10,0,0,0,0,11,3,20,3,2,"high","5","5","yes"
"ind291410",30,180,30,19,0,0,0,0,2,19,20,19,19,"high","5","5","yes"
"ind301410",30,180,30,13,0,0,0,0,3,13,20,13,10,"high","5","5","yes"
"ind311410",30,180,29,21,5,0,0,1,0,0,20,5,5,"high","5","5","yes"
"ind321410",30,180,30,19,0,0,0,0,2,19,20,19,18,"high","5","5","yes"
"ind331410",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind341410",30,180,30,10,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind351410",30,180,30,9,3,0,0,0,0,0,20,3,3,"high","5","5","yes"
"ind361410",30,180,30,19,3,0,0,0,0,0,20,3,2,"high","5","5","yes"
"ind371410",30,180,30,16,3,0,0,2,0,0,20,3,3,"high","5","5","yes"
"ind381410",30,180,30,13,0,0,0,0,9,8,20,8,6,"high","5","5","yes"
"ind391410",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind401410",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind411410",30,180,29,15,3,0,0,2,0,0,20,3,3,"high","5","5","yes"
"ind421410",30,180,29,11,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind431410",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind441410",30,180,30,17,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind451410",30,180,30,14,4,0,0,0,0,0,20,4,2,"high","5","5","yes"
"ind461410",30,180,30,15,4,0,0,1,0,0,20,4,3,"high","5","5","yes"
"ind471410",30,180,30,21,0,0,0,0,8,13,20,13,11,"high","5","5","yes"
"ind481410",30,180,30,9,0,0,0,0,19,2,20,2,2,"high","5","5","yes"
"ind491410",30,180,29,13,2,0,0,2,0,0,20,2,2,"high","5","5","yes"
"ind501410",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind511410",30,180,29,9,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind521410",30,180,30,15,4,0,0,0,0,0,20,4,3,"high","5","5","yes"
"ind531410",30,180,30,15,0,0,0,0,5,11,20,11,9,"high","5","5","yes"
"ind541410",30,180,28,20,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind551410",30,180,30,20,4,0,0,1,0,0,20,4,3,"high","5","5","yes"
"ind561410",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind571410",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind581410",30,180,29,19,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind591410",30,180,29,10,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind601410",30,180,30,10,4,0,0,0,0,0,20,4,4,"high","5","5","yes"
"ind611410",30,180,29,13,0,0,0,0,3,12,20,12,9,"high","5","5","yes"
"ind621410",30,180,30,17,4,0,0,1,0,0,20,4,4,"high","5","5","yes"
"ind631410",30,180,29,11,1,0,0,2,0,0,20,1,0,"high","5","5","yes"
"ind641410",30,180,30,15,0,0,0,0,3,12,20,12,10,"high","5","5","yes"
"ind651410",30,180,30,18,0,0,0,2,0,0,20,0,0,"high","5","5","yes"
"ind661410",30,180,30,13,1,0,0,0,0,0,20,1,0,"high","5","5","yes"
"ind671410",30,180,29,11,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind681410",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind691410",30,180,30,15,0,0,0,0,16,6,20,6,5,"high","5","5","yes"
"ind701410",30,180,29,10,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind711410",30,180,28,14,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind721410",30,180,29,19,0,0,0,0,3,15,20,15,14,"high","5","5","yes"
"ind731410",30,180,28,17,0,0,0,0,6,15,20,15,11,"high","5","5","yes"
"ind741410",30,180,30,15,0,1,0,0,20,5,20,5,3,"high","5","5","yes"
"ind751410",30,180,30,16,0,0,0,0,5,14,20,14,13,"high","5","5","yes"
"ind761410",30,180,30,20,4,0,0,1,0,0,20,4,4,"high","5","5","yes"
"ind771410",30,180,30,18,0,0,0,0,5,10,20,10,8,"high","5","5","yes"
"ind781410",30,180,30,11,2,0,0,0,0,0,20,2,1,"high","5","5","yes"
"ind791410",30,180,30,10,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind801410",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind811410",30,180,30,15,0,0,0,0,12,3,20,3,3,"high","5","5","yes"
"ind821410",30,180,30,14,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind831410",30,180,30,14,4,0,0,0,0,0,20,4,2,"high","5","5","yes"
"ind841410",30,180,30,22,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind851410",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind861410",30,180,29,14,4,0,0,0,0,0,20,4,4,"high","5","5","yes"
"ind871410",30,180,30,12,0,0,0,0,16,3,20,3,3,"high","5","5","yes"
"ind881410",30,180,29,17,2,0,0,1,0,0,20,2,2,"high","5","5","yes"
"ind891410",30,180,30,20,3,0,0,0,0,0,20,3,3,"high","5","5","yes"
"ind901410",30,180,30,18,0,0,0,0,3,15,20,15,12,"high","5","5","yes"
"ind911410",30,180,30,13,3,0,0,0,0,0,20,3,2,"high","5","5","yes"
"ind921410",30,180,30,10,2,0,0,0,0,0,20,2,2,"high","5","5","yes"
"ind931410",30,180,29,13,3,0,0,0,0,0,20,3,1,"high","5","5","yes"
"ind941410",30,180,30,16,0,0,0,0,12,7,20,7,7,"high","5","5","yes"
"ind951410",30,180,28,15,2,0,0,0,0,0,20,2,1,"high","5","5","yes"
"ind961410",30,180,30,14,3,0,0,0,0,0,20,3,3,"high","5","5","yes"
"ind971410",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","5","5","yes"
"ind981410",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","5","5","yes"
"ind991410",30,180,28,16,0,0,0,0,0,0,20,0,0,"high","5","5","yes"
"ind1001410",30,180,30,17,0,0,0,0,3,17,20,17,16,"high","5","5","yes"
"ind12010",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind22010",30,180,30,19,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind32010",30,180,30,16,4,0,0,0,0,0,20,4,4,"baseline","6","6","yes"
"ind42010",30,180,30,10,5,0,0,0,0,0,20,5,5,"baseline","6","6","yes"
"ind52010",30,180,29,13,3,0,0,0,0,0,20,3,2,"baseline","6","6","yes"
"ind62010",30,180,29,16,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind72010",30,180,29,12,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind82010",30,180,30,17,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind92010",30,180,29,16,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind10610",30,180,29,8,2,0,0,0,0,0,20,2,1,"baseline","6","6","yes"
"ind111010",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind12610",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","6","6","yes"
"ind13610",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind14610",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind15610",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind16610",30,180,29,9,0,0,0,0,0,0,20,0,0,"baseline","6","6","yes"
"ind17610",30,180,30,14,0,0,0,1,0,0,20,0,0,"baseline","6","6","yes"
"ind18610",30,180,30,11,0,0,0,0,10,7,20,7,7,"baseline","6","6","yes"
"ind19610",30,180,30,18,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind20610",30,180,30,14,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind211010",30,180,30,13,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind22610",30,180,29,12,1,0,0,0,0,0,20,1,0,"baseline","6","6","yes"
