"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","samplingday"
"ind689",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","80","80","Day1"
"ind789",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","80","80","Day1"
"ind889",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","80","80","Day1"
"ind989",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","80","80","Day1"
"ind1089",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","80","80","Day1"
"ind11198",30,180,30,22,22,0,0,0,0,0,1,22,19,"Higher Clearance","80","80","Day1"
"ind12104",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","80","80","Day1"
"ind1389",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","80","80","Day1"
"ind1489",30,180,30,21,21,0,0,0,0,0,1,21,21,"Higher Clearance","80","80","Day1"
"ind1589",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","80","80","Day1"
"ind1689",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","80","80","Day1"
"ind1789",30,180,30,23,23,0,0,0,0,0,1,23,22,"Higher Clearance","80","80","Day1"
"ind1889",30,180,29,14,14,0,0,0,0,0,1,14,12,"Higher Clearance","80","80","Day1"
"ind1989",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","80","80","Day1"
"ind2089",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","80","80","Day1"
"ind11079",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","80","80","Day1"
"ind2179",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","80","80","Day1"
"ind3179",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","80","80","Day1"
"ind4179",30,180,29,11,11,0,0,0,0,0,1,11,8,"Higher Infection Resistance","80","80","Day1"
"ind5179",30,180,30,12,12,0,0,0,0,0,1,12,12,"Higher Infection Resistance","80","80","Day1"
"ind6179",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","80","80","Day1"
"ind7179",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Infection Resistance","80","80","Day1"
"ind8179",30,180,30,14,14,0,0,0,0,0,1,14,11,"Higher Infection Resistance","80","80","Day1"
"ind9179",30,180,29,17,17,0,0,0,0,0,1,17,13,"Higher Infection Resistance","80","80","Day1"
"ind10179",30,180,29,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","80","80","Day1"
"ind11199",30,180,30,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","80","80","Day1"
"ind12180",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","80","80","Day1"
"ind13179",30,180,29,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","80","80","Day1"
"ind14179",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","80","80","Day1"
"ind15179",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Infection Resistance","80","80","Day1"
"ind16179",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","80","80","Day1"
"ind17179",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","80","80","Day1"
"ind18179",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Infection Resistance","80","80","Day1"
"ind19179",30,180,30,16,16,0,0,0,0,0,1,16,12,"Higher Infection Resistance","80","80","Day1"
"ind20179",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","80","80","Day1"
"ind1304",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Clearance","81","81","Day1"
"ind290",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Clearance","81","81","Day1"
"ind390",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","81","81","Day1"
"ind490",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","81","81","Day1"
"ind590",30,180,30,19,19,0,0,0,0,0,1,19,19,"Higher Clearance","81","81","Day1"
"ind690",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","81","81","Day1"
"ind790",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","81","81","Day1"
"ind890",30,180,29,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","81","81","Day1"
"ind990",30,180,29,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","81","81","Day1"
"ind1090",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","81","81","Day1"
"ind11200",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","81","81","Day1"
"ind12105",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","81","81","Day1"
"ind1390",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","81","81","Day1"
"ind1490",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","81","81","Day1"
"ind1590",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","81","81","Day1"
"ind1690",30,180,30,12,12,0,0,0,0,0,1,12,10,"Higher Clearance","81","81","Day1"
"ind1790",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","81","81","Day1"
"ind1890",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","81","81","Day1"
"ind1990",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","81","81","Day1"
"ind2090",30,180,29,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","81","81","Day1"
"ind11080",30,180,30,12,12,0,0,0,0,0,1,12,12,"Higher Infection Resistance","81","81","Day1"
"ind2180",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","81","81","Day1"
"ind3180",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Infection Resistance","81","81","Day1"
"ind4180",30,180,29,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","81","81","Day1"
"ind5180",30,180,30,12,12,0,0,0,0,0,1,12,9,"Higher Infection Resistance","81","81","Day1"
"ind6180",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","81","81","Day1"
"ind7180",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","81","81","Day1"
"ind8180",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Infection Resistance","81","81","Day1"
"ind9180",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","81","81","Day1"
"ind10180",30,180,29,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","81","81","Day1"
"ind111100",30,180,30,16,16,0,0,0,0,0,1,16,12,"Higher Infection Resistance","81","81","Day1"
"ind12181",30,180,30,12,12,0,0,0,0,0,1,12,10,"Higher Infection Resistance","81","81","Day1"
"ind13180",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","81","81","Day1"
"ind14180",30,180,30,15,15,0,0,0,0,0,1,15,11,"Higher Infection Resistance","81","81","Day1"
"ind15180",30,180,30,18,18,0,0,0,0,0,1,18,13,"Higher Infection Resistance","81","81","Day1"
"ind16180",30,180,30,10,10,0,0,0,0,0,1,10,10,"Higher Infection Resistance","81","81","Day1"
"ind17180",30,180,29,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","81","81","Day1"
"ind18180",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","81","81","Day1"
"ind19180",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","81","81","Day1"
"ind20180",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","81","81","Day1"
"ind1305",30,180,29,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","82","82","Day1"
"ind291",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","82","82","Day1"
"ind391",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","82","82","Day1"
"ind491",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","82","82","Day1"
"ind591",30,180,30,26,26,0,0,0,0,0,1,26,24,"Higher Clearance","82","82","Day1"
"ind691",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","82","82","Day1"
"ind791",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","82","82","Day1"
"ind891",30,180,29,18,18,0,0,0,0,0,1,18,14,"Higher Clearance","82","82","Day1"
"ind991",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","82","82","Day1"
"ind1091",30,180,30,25,25,0,0,0,0,0,1,25,20,"Higher Clearance","82","82","Day1"
"ind11201",30,180,29,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","82","82","Day1"
"ind12106",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","82","82","Day1"
"ind1391",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Clearance","82","82","Day1"
"ind1491",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","82","82","Day1"
"ind1591",30,180,30,23,23,0,0,0,0,0,1,23,23,"Higher Clearance","82","82","Day1"
"ind1691",30,180,30,22,22,0,0,0,0,0,1,22,19,"Higher Clearance","82","82","Day1"
"ind1791",30,180,29,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","82","82","Day1"
"ind1891",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","82","82","Day1"
"ind1991",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","82","82","Day1"
"ind2091",30,180,30,24,24,0,0,0,0,0,1,24,24,"Higher Clearance","82","82","Day1"
"ind11081",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","82","82","Day1"
"ind2181",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","82","82","Day1"
"ind3181",30,180,29,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","82","82","Day1"
"ind4181",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","82","82","Day1"
"ind5181",30,180,30,10,10,0,0,0,0,0,1,10,9,"Higher Infection Resistance","82","82","Day1"
"ind6181",30,180,29,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","82","82","Day1"
"ind7181",30,180,29,13,13,0,0,0,0,0,1,13,10,"Higher Infection Resistance","82","82","Day1"
"ind8181",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","82","82","Day1"
"ind9181",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","82","82","Day1"
"ind10181",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","82","82","Day1"
"ind111101",30,180,30,9,9,0,0,0,0,0,1,9,9,"Higher Infection Resistance","82","82","Day1"
"ind12182",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","82","82","Day1"
"ind13181",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Infection Resistance","82","82","Day1"
"ind14181",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","82","82","Day1"
"ind15181",30,180,30,13,13,0,0,0,0,0,1,13,9,"Higher Infection Resistance","82","82","Day1"
"ind16181",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Infection Resistance","82","82","Day1"
"ind17181",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","82","82","Day1"
"ind18181",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Infection Resistance","82","82","Day1"
"ind19181",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Infection Resistance","82","82","Day1"
"ind20181",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Infection Resistance","82","82","Day1"
"ind1306",30,180,28,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","83","83","Day1"
"ind292",30,180,30,23,23,0,0,0,0,0,1,23,21,"Higher Clearance","83","83","Day1"
"ind392",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","83","83","Day1"
"ind492",30,180,30,12,12,0,0,0,0,0,1,12,9,"Higher Clearance","83","83","Day1"
"ind592",30,180,30,14,14,0,0,0,0,0,1,14,10,"Higher Clearance","83","83","Day1"
"ind692",30,180,29,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","83","83","Day1"
"ind792",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","83","83","Day1"
"ind892",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","83","83","Day1"
"ind992",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","83","83","Day1"
"ind1092",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Clearance","83","83","Day1"
"ind11202",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","83","83","Day1"
"ind12107",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","83","83","Day1"
"ind1392",30,180,29,21,21,0,0,0,0,0,1,21,19,"Higher Clearance","83","83","Day1"
"ind1492",30,180,29,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","83","83","Day1"
"ind1592",30,180,30,19,19,0,0,0,0,0,1,19,19,"Higher Clearance","83","83","Day1"
"ind1692",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","83","83","Day1"
"ind1792",30,180,29,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","83","83","Day1"
"ind1892",30,180,29,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","83","83","Day1"
"ind1992",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","83","83","Day1"
"ind2092",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","83","83","Day1"
"ind11082",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","83","83","Day1"
"ind2182",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","83","83","Day1"
"ind3182",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","83","83","Day1"
"ind4182",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","83","83","Day1"
"ind5182",30,180,29,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","83","83","Day1"
"ind6182",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","83","83","Day1"
"ind7182",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","83","83","Day1"
"ind8182",30,180,28,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","83","83","Day1"
"ind9182",30,180,29,18,18,0,0,0,0,0,1,18,15,"Higher Infection Resistance","83","83","Day1"
"ind10182",30,180,29,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","83","83","Day1"
"ind111102",30,180,27,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","83","83","Day1"
"ind12183",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Infection Resistance","83","83","Day1"
"ind13182",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","83","83","Day1"
"ind14182",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","83","83","Day1"
"ind15182",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","83","83","Day1"
"ind16182",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","83","83","Day1"
"ind17182",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","83","83","Day1"
"ind18182",30,180,28,13,13,0,0,0,0,0,1,13,10,"Higher Infection Resistance","83","83","Day1"
"ind19182",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","83","83","Day1"
"ind20182",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","83","83","Day1"
"ind1307",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","84","84","Day1"
"ind293",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","84","84","Day1"
"ind393",30,180,29,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","84","84","Day1"
"ind493",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","84","84","Day1"
"ind593",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","84","84","Day1"
"ind693",30,180,29,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","84","84","Day1"
"ind793",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","84","84","Day1"
"ind893",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","84","84","Day1"
"ind993",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","84","84","Day1"
"ind1093",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","84","84","Day1"
"ind11203",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","84","84","Day1"
"ind12108",30,180,29,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","84","84","Day1"
"ind1393",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","84","84","Day1"
"ind1493",30,180,30,25,25,0,0,0,0,0,1,25,22,"Higher Clearance","84","84","Day1"
"ind1593",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","84","84","Day1"
"ind1693",30,180,29,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","84","84","Day1"
"ind1793",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","84","84","Day1"
"ind1893",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Clearance","84","84","Day1"
"ind1993",30,180,30,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","84","84","Day1"
"ind2093",30,180,29,21,21,0,0,0,0,0,1,21,16,"Higher Clearance","84","84","Day1"
"ind11083",30,180,28,12,12,0,0,0,0,0,1,12,10,"Higher Infection Resistance","84","84","Day1"
"ind2183",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","84","84","Day1"
"ind3183",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","84","84","Day1"
"ind4183",30,180,30,15,15,0,0,0,0,0,1,15,11,"Higher Infection Resistance","84","84","Day1"
"ind5183",30,180,29,13,13,0,0,0,0,0,1,13,10,"Higher Infection Resistance","84","84","Day1"
"ind6183",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Infection Resistance","84","84","Day1"
"ind7183",30,180,30,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","84","84","Day1"
"ind8183",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","84","84","Day1"
"ind9183",30,180,29,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","84","84","Day1"
"ind10183",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","84","84","Day1"
"ind111103",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","84","84","Day1"
"ind12184",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","84","84","Day1"
"ind13183",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Infection Resistance","84","84","Day1"
"ind14183",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Infection Resistance","84","84","Day1"
"ind15183",30,180,30,10,10,0,0,0,0,0,1,10,9,"Higher Infection Resistance","84","84","Day1"
"ind16183",30,180,29,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","84","84","Day1"
"ind17183",30,180,30,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","84","84","Day1"
"ind18183",30,180,28,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","84","84","Day1"
"ind19183",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Infection Resistance","84","84","Day1"
"ind20183",30,180,29,13,13,0,0,0,0,0,1,13,9,"Higher Infection Resistance","84","84","Day1"
"ind1308",30,180,29,11,11,0,0,0,0,0,1,11,10,"Higher Clearance","85","85","Day1"
"ind294",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","85","85","Day1"
"ind394",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Clearance","85","85","Day1"
"ind494",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Clearance","85","85","Day1"
"ind594",30,180,29,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","85","85","Day1"
"ind694",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","85","85","Day1"
"ind794",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","85","85","Day1"
"ind894",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","85","85","Day1"
"ind994",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","85","85","Day1"
"ind1094",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","85","85","Day1"
"ind11204",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","85","85","Day1"
"ind12109",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","85","85","Day1"
"ind1394",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","85","85","Day1"
"ind1494",30,180,28,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","85","85","Day1"
"ind1594",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","85","85","Day1"
"ind1694",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","85","85","Day1"
"ind1794",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","85","85","Day1"
"ind1894",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","85","85","Day1"
"ind1994",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","85","85","Day1"
"ind2094",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","85","85","Day1"
"ind11084",30,180,29,10,10,0,0,0,0,0,1,10,8,"Higher Infection Resistance","85","85","Day1"
"ind2184",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","85","85","Day1"
"ind3184",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Infection Resistance","85","85","Day1"
"ind4184",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","85","85","Day1"
"ind5184",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Infection Resistance","85","85","Day1"
"ind6184",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","85","85","Day1"
"ind7184",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","85","85","Day1"
"ind8184",30,180,28,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","85","85","Day1"
"ind9184",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","85","85","Day1"
"ind10184",30,180,29,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","85","85","Day1"
"ind111104",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","85","85","Day1"
"ind12185",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Infection Resistance","85","85","Day1"
"ind13184",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","85","85","Day1"
"ind14184",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","85","85","Day1"
"ind15184",30,180,29,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","85","85","Day1"
"ind16184",30,180,30,14,14,0,0,0,0,0,1,14,11,"Higher Infection Resistance","85","85","Day1"
"ind17184",30,180,30,10,10,0,0,0,0,0,1,10,7,"Higher Infection Resistance","85","85","Day1"
"ind18184",30,180,29,18,18,0,0,0,0,0,1,18,18,"Higher Infection Resistance","85","85","Day1"
"ind19184",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","85","85","Day1"
"ind20184",30,180,29,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","85","85","Day1"
"ind1309",30,180,29,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","86","86","Day1"
"ind295",30,180,30,19,19,0,0,0,0,0,1,19,14,"Higher Clearance","86","86","Day1"
"ind395",30,180,30,16,16,0,0,0,0,0,1,16,12,"Higher Clearance","86","86","Day1"
"ind495",30,180,29,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","86","86","Day1"
"ind595",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","86","86","Day1"
"ind695",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","86","86","Day1"
"ind795",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Clearance","86","86","Day1"
"ind895",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","86","86","Day1"
"ind995",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","86","86","Day1"
"ind1095",30,180,30,12,12,0,0,0,0,0,1,12,10,"Higher Clearance","86","86","Day1"
"ind11205",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","86","86","Day1"
"ind12186",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","86","86","Day1"
"ind1395",30,180,30,23,23,0,0,0,0,0,1,23,21,"Higher Clearance","86","86","Day1"
"ind1495",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","86","86","Day1"
"ind1595",30,180,29,22,22,0,0,0,0,0,1,22,21,"Higher Clearance","86","86","Day1"
"ind1695",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","86","86","Day1"
"ind1795",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","86","86","Day1"
"ind1895",30,180,30,11,11,0,0,0,0,0,1,11,9,"Higher Clearance","86","86","Day1"
"ind1995",30,180,30,15,15,0,0,0,0,0,1,15,11,"Higher Clearance","86","86","Day1"
"ind2095",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","86","86","Day1"
"ind11085",30,180,30,10,10,0,0,0,0,0,1,10,8,"Higher Infection Resistance","86","86","Day1"
"ind2185",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","86","86","Day1"
"ind3185",30,180,29,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","86","86","Day1"
"ind4185",30,180,30,10,10,0,0,0,0,0,1,10,9,"Higher Infection Resistance","86","86","Day1"
"ind5185",30,180,30,10,10,0,0,0,0,0,1,10,10,"Higher Infection Resistance","86","86","Day1"
"ind6185",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","86","86","Day1"
"ind7185",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Infection Resistance","86","86","Day1"
"ind8185",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","86","86","Day1"
"ind9185",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Infection Resistance","86","86","Day1"
"ind10185",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Infection Resistance","86","86","Day1"
"ind111105",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","86","86","Day1"
"ind12187",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","86","86","Day1"
"ind13185",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","86","86","Day1"
"ind14185",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Infection Resistance","86","86","Day1"
"ind15185",30,180,30,12,12,0,0,0,0,0,1,12,11,"Higher Infection Resistance","86","86","Day1"
